type,playerId,roundId,points,multiplier,coins,timestamp,userId
sold,6q6i9x4w4vcdwwmiwq8k6sixh,ylXGEHXW88rcyPwJHS9y,,,,1.61282E+12,bOOKO1shXAWZDVNx5Kn7HHvg8gT2
bought,dusjrdiyxfadenwx4pjr7catx,,,,,1.61227E+12,KRpIKFz96jYetcSpS4IoRj4vc4Y2
bought,e6jaaazxqeczj6ziaj0qnqpxx,,,,,1.61177E+12,c1XQjZFi1Jafx9BMSGYErHq7m7N2
sold,2f79rc4i712sxstahjkq6pxp1,ylXGEHXW88rcyPwJHS9y,,,,1.61399E+12,c1XQjZFi1Jafx9BMSGYErHq7m7N2
bought,ew1thxs8j5mwwqh075kzsjq0a,,,,,1.61178E+12,c1YsPRwD0fcOIJjOK1yPeamOVjp1
bought,1emj0rlthc8syfleox4c39kut,,,,,1.61202E+12,l9RhSBEPXfYY0gcHa83Yc5KoCND3
bought,8m3okb64mh1m7dfmp0km4wct1,,,,,1.61192E+12,KRpIKFz96jYetcSpS4IoRj4vc4Y2
sold,2wwo7wcxz4gfy0ubkzynvrsnp,lkZqgV3eq0EgaTe3ptr0,,,,1.61213E+12,bOOKO1shXAWZDVNx5Kn7HHvg8gT2
bought,9qeg65oa5skmypxvt73vckfrp,,,,,1.61308E+12,CuiJohW9fmdBQSlEv7nI3knI13x2
sold,3vtjjrqof5z2tjj84ehadqc45,ylXGEHXW88rcyPwJHS9y,,,,1.61271E+12,qP9V5njFXuXmnx05mHxfxRdjTGo2
bought,8qwpdf5jof7o6yy47v6iv11hx,,,,,1.61438E+12,QTzByRTYoiYXTJKpBdxEHDoglTZ2
sold,8k88isvd2hwr5e4gn9oxzr2t,ylXGEHXW88rcyPwJHS9y,,,,1.61234E+12,iBFXP6m3r8P8YiC0b3dt3K6Vudn2
sold,8wp415u3d2culxpmg7vzk33kl,ylXGEHXW88rcyPwJHS9y,,,,1.61455E+12,zTqoEXFDTrfKAc3JwZlkUxtPg0s2
bought,ashza2qkgnak7wb3vuz5bnzyt,,,,,1.61229E+12,l9RhSBEPXfYY0gcHa83Yc5KoCND3
bought,5tbabvk43ljv3z3wd9mh0y8r9,,,,,1.61222E+12,c1XQjZFi1Jafx9BMSGYErHq7m7N2
sold,2f79rc4i712sxstahjkq6pxp1,lkZqgV3eq0EgaTe3ptr0,,,,1.61203E+12,cTeymKiCYFUGb1UyRCy3KxM3SK42
bought,f482w50k80zbyb2ykh84yijf9,,,,,1.61178E+12,zTqoEXFDTrfKAc3JwZlkUxtPg0s2
bought,e79bjbygq5890w87ou0c22fp,,,,,1.61222E+12,c1YsPRwD0fcOIJjOK1yPeamOVjp1
,8m3okb64mh1m7dfmp0km4wct1,,,,,1.6109E+12,bOOKO1shXAWZDVNx5Kn7HHvg8gT2
sold,6ln898p7stih8l7ikzloet0b9,ylXGEHXW88rcyPwJHS9y,,,,1.61385E+12,KRpIKFz96jYetcSpS4IoRj4vc4Y2
bought,12ekwo6gbza410blv4b4r7ydx,,,,,1.61177E+12,iBFXP6m3r8P8YiC0b3dt3K6Vudn2
bought,d9yxninyn4bac8f0ufxsnlqll,,,,,1.61238E+12,cTeymKiCYFUGb1UyRCy3KxM3SK42
bought,8m3okb64mh1m7dfmp0km4wct1,,,,,1.61157E+12,iBdp89Ujb7T2X2x153FnSDGUovN2
sold,3vtjjrqof5z2tjj84ehadqc45,ylXGEHXW88rcyPwJHS9y,,,,1.61265E+12,KRpIKFz96jYetcSpS4IoRj4vc4Y2
sold,ew5lkg5z33xqvaslfownjtca2,lkZqgV3eq0EgaTe3ptr0,,,,1.61214E+12,c1YsPRwD0fcOIJjOK1yPeamOVjp1
sold,1g15ehziupxnsy1kvl3pqmbc9,lkZqgV3eq0EgaTe3ptr0,,,,1.61213E+12,cTeymKiCYFUGb1UyRCy3KxM3SK42
